title,description,label
Judicial inquiry ordered in death of mafia-turned-politician Mukhtar Ansari,"Highly responsive to unfolding developments. Reports on crime, and terrorism in UP and also probes by National Investigation Agency (NIA), Central Bureau of Investigation (CBI), Enforcement Directorate (ED), Economic Offences Wing (EOW) Narcotics Control Bureau (NCB) in Uttar Pradesh.Read More 10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari",1
KGMU set to resume renal transplant ops,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
"Lucknow to have over 3.7K booths; citizens aged 85 and above can opt for 
vote-from-home facility","Subscribe Now! Get features like LUCKNOW As Lucknow braces for the ‘celebration of democracy’, the district administration is working towards equipping all polling booths with key facilities like drinking water, children’s playing area, wheelchairs and toilets to cover every voter, especially the elderly and women. “The administration has meticulously planned to set up polling stations to ensure equitable access to polling across various constituencies,” said Suryapal Gangwar, district electoral officer. Citizens aged 85 years and above can access form 12D on the Election Commission of India website to request postal ballots at home, he said, adding: “Within five days of form issuance, booth level officers (BLOs) will pay a visit to assist in filling the form. Previously, this facility was for voters aged 80 and above.” Form 12D is accessible on the ECI website’s homepage under ‘candidate nomination and other forms’. This initiative aims to facilitate senior citizens by enabling them to vote from home. Sarojini Nagar constituency leads with 582 booths, followed by BKT 487, Lucknow East 417, Lucknow West 414, Malihabad 405, Mohanlalganj 399, Lucknow North 393 and Lucknow Central 339 booths. Notably, Lucknow Cantt has the least number of 330 booths allocated for voters participating in the upcoming Lok Sabha polls. Compared to the previous elections, the number of voters has surged by 1.49 lakh. In 2022 assembly elections, Lucknow boasted of 4062 booths, but at that time the elections were held under Covid scare and social distancing was a norm. However, during the Lok Sabha polls in 2024, the district administration has planned 3767 booths, marking a notable reduction of 295 booths. District magistrate Suryapal Gangwar said unlike the previous polls, where strict Covid protocols were enforced due to rapid spread of Omicron variant, this time around, no such guidelines are applicable. During the last elections, the Election Commission mandated a cap of 1200 voters per booth, leading to an increase in the number of booths to accommodate the rising voter turnout. However, with the situation now different, the maximum number of voters per booth has been fixed at 1500, resulting in a reduction in the number of booths compared to 2022. During the previous Vidhan Sabha elections, the total number of voters stood at 38,04,114, but now (Lok Sabha elections) the figure has climbed to 39,53,287, indicating a substantial increase of 1,49,173 voters in Lucknow. This year, 14 polling stations have been established in high-rise buildings. According to Gangwar, this decision has been taken due to the rapid expansion of the city and the population residing in newly constructed apartments. A special campaign was launched to include these residents on the voter list to ensure inclusivity and accessibility in the electoral process.",0
IPL matches in Lucknow: Know about the traffic diversions & parking plan,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
Sure of first victory: Hooda,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
Mukhtar Ansari found unconscious in jail; kin alleges 'slow poisoning',"Highly responsive to unfolding developments. Reports on crime, and terrorism in UP and also probes by National Investigation Agency (NIA), Central Bureau of Investigation (CBI), Enforcement Directorate (ED), Economic Offences Wing (EOW) Narcotics Control Bureau (NCB) in Uttar Pradesh.Read More 10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari",1
UP’s Pranav Pandey made NSUI secretary,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
Teen detained for ‘plotting father’s murder’,"TWO DAYS after a 55-year-old man was shot dead while taking his teenager son to school on his motorcycle, the Pratapgarh police on Saturday detained the 17-year-old boy for allegedly plotting his father’s murder. The boy was unhappy with his father’s “frequent objections to his wrong activities” and being denied pocket money, police said. “Apart from detaining the victim’s son, we arrested three more persons – all local residents aged in their 20s – in the case. Two are friends of the victim’s son and the third is a person involved in the killing. A search is on for two more assailants,” said a police officer. The boy’s friends passed on information about the victim to “contract killers,” officer said. “The murder was executed in a planned manner. We have collected solid evidence against the accused,” said Superintendent of Police, Pratapgarh, Satpal. The victim used to run a shop in Pratapgarh and his daughter works with a private firm in another state, police said. He was shot dead by a group of three persons on Thursday, they added. Police said that the detained boy told them about his “discontent” over his father’s “restrictive behaviour” and cited frequent arguments, also claiming that his father often resorted to “physical punishment.” The boy admitted that he initially planned to kill his father with the help of his two friends, but failed, police said. Subsequently, he contacted a “contract killer” through an acquaintance. “At first, the contract killer demanded Rs 20 lakh. However, after negotiations, an agreement was reached at Rs 6 lakh,” said a police officer. Police claimed that the teenager purportedly provided Rs. 1.5 lakh in advance and promised to give the rest of the amount after the crime. The boy claimed to have acquired the initial sum mostly through contributions from his friends. The culprits tracked the victim’s movements over the past week, police said. On March 21, when the victim was taking his son to school, three persons intercepted their vehicle and shot him in the chest, resulting in instant death. An FIR was registered on a complaint filed by victim’s sibling. The teenager is likely to be produced before the Juvenile Justice Board on Sunday, and other three would be produced in a court, police said. A 'serial entrepreneur' pitched his online seller platform for 'kirana stores' on Shark Tank India, aiming to bring over 2 crore local stores in India on his platform Kiko Live and eventually onboard them on ONDC. However, Deepinder Goyal, Vineeta Singh, and Aman Gupta expressed concerns about the company's scalability and viability in a highly competitive market.",2
"Starting April 1, only online requests for protests, public events in 
Lucknow","Subscribe Now! Get features like Offline applications to organise demonstrations, protests, marathon events, film shooting, religious programmes, and other public events will be discontinued from April 1, Lucknow police have announced. The provision to request for allowance of the above-stated programmes online was added to the Lucknow police portal, lucknowpolice.up.gov.in, in February. Only online applications for protests, demonstrations and other programmes will be accepted from April 1, a press note from the Lucknow police commissionerate said, adding the traditional offline requests would no longer be valid. If applicants face any problem in applying online, they may reach out to the helpline numbers--7309979797, 9454405396 and 8887979187--to resolve their problems, the note added. The offline procedure is riddled with hassles such as delays in getting permission and applicants not being able to find out the status of their requests. At present, candidates must fill out an application form with an affidavit and submit the documents to the office of the authority concerned. The application form is then sent to the police station concerned. The police station investigates and recommends permitting the event. “There is often a delay in this entire process and applicants face problems such as not being able to know the status of their application. So, on the instructions of the police commissioner of Lucknow, an online system has been prepared by the Lucknow Police,” said a press note from the joint commissioner of police (law & order) Upendra Kumar Agrawal.",0
"Other significant contests in 1st phase: Nagina, Saharanpur & Muzaffarnagar","ONE OF the significant seats in Uttar Pradesh is Nagina, which is also the only reserved seat in the state set to vote in the first phase. Nagina has a dominant population of scheduled castes as well as Muslims. In 2019, the seat was won by BSP candidate Girish Chandra who defeated Yashwant Singh of the BJP by a margin of nearly 67,000 votes, but the entry of Bhim Army chief and Azad Samaj Party leader Chandrashekhar Aazad has changed the equations on this seat now as he is banking on his popularity among Dalit voters, especially youngsters. The Muslim voters on this seat are said to be over 50 per cent and the Ansari community, which is considered backward, comprises a significant chunk. The BJP has named sitting MLA from Nihtaur Assembly seat, Om Kumar, here, who is hoping to capitalise on being a local. The Samajwadi Party has picked retired additional district judge Manoj Kumar for this seat. The BSP decided to replace its sitting MP Girish Chand on this seat with Surendra Pal Singh. Singh contested 2022 Assembly polls as BSP candidate from Purkazi Assembly seat in Muzaffarnagar but lost to the RLD’s Anil Kumar. Another seat that will in vote the first phase is Saharanpur, from where Imran Masood of Congress has filed his nomination papers, alongside sitting BJP MP Raghav Lakhan Pal. While there is no SP candidate on this seat, as it is the only seat in the first phase, which has been given to the Congress as part of the INDIA alliance, Mazid Ali is in the fray for the BSP. In Saharanpur, the BSP’s Haji Fazrul Rehman defeated Raghav Lakhan Pal of the BJP by around 20,000 votes in 2019. Imran Masood of the Congress, who contested in 2019, secured around 1 lakh votes. In Muzaffarnagar, which is also going for polls in this phase, BJP has repeated its sitting MP Sanjeev Kumar Balyan, while Samajwadi Party is banking on four time MLA and former Rajya Sabha MP harendra Mallik. BSP has fielded Dara Singh on this seat, who is a “Prajapati” by caste. A 'serial entrepreneur' pitched his online seller platform for 'kirana stores' on Shark Tank India, aiming to bring over 2 crore local stores in India on his platform Kiko Live and eventually onboard them on ONDC. However, Deepinder Goyal, Vineeta Singh, and Aman Gupta expressed concerns about the company's scalability and viability in a highly competitive market.",1
ED attaches property worth 50 crore of firm for loan fraud,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,0
Govt schools’ new session from April 1,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,2
"Lucknow CBI court convicts 7 persons in BSP MLA Raju Pal murder case in 
which Atiq Ahmad was also accused","Lucknow: A special Central Bureau of Investigation (CBI) court on Friday convicted seven persons in the Bahujan Samaj Party (BSP) MLA Raju Pal murder case in 2005, in which gangster-turned-politician Atiq Ahmad, who was shot dead by three persons posing as journalists at point-blank range in police custody in Prayagraj on April 15 last year, was also an accused. The Special CBI court in Lucknow, held Ranjeet Pal, Abid, Farhan Ahmad, Israr Ahmad, Javed, Gulhasan, and Abdul Kavi guilty in the Raju Pal murder case for criminal conspiracy and murder among other serious charges. Accused Farhan Ahmad was additionally held guilty under the Arms Act. Officials told news agency PTI that the proceedings against Atiq Ahmad, prime accused Khalid Azim alias Ashraf, brother of Atiq Ahmad, and Gulbul alias Rafiq were abated after their death. Raju Pal was murdered on January 25, 2005 as a result of political rivalry with Ashraf, whom Raju Pal had defeated in the 2004 bypoll to the Prayagraj West seat. Atiq Ahmad had won this seat defeating BSP candidate Raju Pal and he vacated the seat after being elected to Lok Sabha. Raju Pal, however, later defeated Ashraf in the bypoll. The CBI took over the Raju Pal murder case in 2016. Atiq Ahmad and his brother Ashraf Ahmad were killed by three persons, who posed as journalists, in Prayagraj on April 15 last year while they were in police custody in the Umesh Pal murder case. The Ahmad brothers were being taken to a hospital for their medical check-up when three persons shot them dead at point-blank range. Atiq Ahmad’s son Asad Ahmad, who was wanted by the Uttar Pradesh Police in connection with the Umesh Pal murder case and was on run, was killed in a police encounter. Umesh Pal was the key witness in the Raju Pal murder case and was shot dead in February last year near his home in Prayagraj along with his two security personnel.",0
"Holi Frenzy: A Lucknow Customer's Rs 30,000 Gujiya Order Makes Holi Extra 
Special For Swiggy","Holi has finally concluded and looks like the festival of colors turned out to be quite a hit for online sales of e-commerce and quick commerce giants. During the festive season, many prominent platforms like Flipkart, Swiggy, Blinkit and Zepto announce offers that are too hard to miss. The one-day delivery business made records on the day of Holi. Taking to their social media handles, many brands made revelations that will leave you amazed. techcrunch CEO of food aggregator Swiggy, shared on X how the company has been buzzing with Gujiya and Thandai orders since Friday. “Swiggy has been buzzing with orders for gujiya and thandai since Friday. With a mouthwatering selection of 192 gujiya and 242 thandai varieties across India,” he wrote. Pinterest He also mentioned that a Lucknow-based customer splurged a significant amount of Rs 28,830 on Gujiyas ordered through Swiggy for their Holi festivities. Kapoor expressed his desire to be a part of such an impressive Holi celebration. A user from Lucknow went all out, spending a whopping INR 28,830 on Gujiyas from Swiggy for their Holi celebrations! Now, that's an epic Holi party I wish I was part of! 🎉 #HoliCelebrations #SwiggyHoli pic.twitter.com/jlhRdxI53l Not just food, even the demand for pichkaris, gulaals and Holi-themed apparel saw a spike. twitter As predicted by Zomato CEO Deepinder Goyal, Blinkit is going places. Holi proved to be a big hit for the quick commerce platform. So much so that it surpassed its Valentine’s Day sales record in February. “We hit our all time high orders, OPM (orders per minute), and almost every other metric on the board! Thank you for choosing us for your Holi needs. Visiting some stores today to celebrate with my favourite team. Happy Holi to you and your family,” wrote Albinder Dhindsa, Blinkit CEO on X. News that matters from the world of business, start-ups & entrepreneurs. We trace the extraordinary tales of ordinary people who are worth it! Get the NEWS that fits your groove. Subscribe to Indiatimes Newsletter and get handpicked updates based on your interests! Connect With Us On",1
No Gandhi in Pilibhit fray this time,"With the deadline for filing nominations having ended on Wednesday, it is now clear that BJP’s Varun Gandhi will not contest as an Independent on Pilibhit seat, which has been won by his mother Maneka Gandhi or him continuously since 1996. But this time, the BJP has fielded sitting MLA and UP Cabinet minister Jitin Prasad on this seat. In Pilibhit, which will also go to the polls in this phase, the equations have changed as no member of the Gandhi family is contesting this time either as an Independent nor a candidate of any party. The BSP has fielded a Muslim candidate, Anis Ahmad Khan, on this seat, while the Samajwadi Party is banking on veteran leader Bhagwat Saran Gangwar. A 'serial entrepreneur' pitched his online seller platform for 'kirana stores' on Shark Tank India, aiming to bring over 2 crore local stores in India on his platform Kiko Live and eventually onboard them on ONDC. However, Deepinder Goyal, Vineeta Singh, and Aman Gupta expressed concerns about the company's scalability and viability in a highly competitive market.",1
"72% stray dogs sterilised, but still another decade for efforts to pay off","Subscribe Now! Get features like Even with the ongoing stray dog sterilisation programme, which has been in effect since September 2019, experts indicate that it can take another decade before any noticeable impact is seen on the streets of the state capital. Meanwhile, official data suggests that 71.9% or around 73,000 stray dogs had been sterilised by December last year in Lucknow. “We have to first aim at reducing the population (of stray dogs), or for it to remain within a very specific range, before hoping to stabilise it,” said Keren Nazareth, senior director at Humane Society of International (HSI), an international animal rights organisation that has partnered with the Lucknow Municipal Corporation for the sterilisation programme. “One of the tangible indicators of the initiative’s impact is fewer lactating or pregnant dogs, and fewer litters. Beyond that, it’s a waiting game as we continue to sterilise dogs over the age of six months. The impact may be seen in another 7-8 years at the least,” said Dr. Sanjay Ahir, a veterinarian at HSI’s Lucknow unit. Ahir noted that earlier 100 such surgeries were conducted at the facility every day on average. However, a recent guideline by Animal Welfare Board of India has brought down the number since it asks that dogs be kept at facilities for at least five days for better recovery before they are discharged. “So, we are not able to perform more than 60 surgeries a day,” he added. The HSI team performed sterilisation of 2,816 dogs in 2019, 10,641 in 2020, 15,598 in 2021, 19,682 in 2022 and 22,774 last year, indicating that the number of surgeries has gone up by over eight times since the drive was launched. Surveys carried out by the NGO, meanwhile, reflected that the dog population density has grown by a meagre 1% in the last three years. Amit Chaudhary, the head of surveys carried out by HSI, explained that roads spanning around 265 km across all eight zones of the city were surveyed twice a year. In 2019, the survey reflected that Lucknow was home to 75,678 dogs (estimated), and a 1% rise in density would mean that in three years, the dog population rose by a meagre 800 (approximate). “Legally, stray dogs cannot be harmed or relocated. It always takes time for the impact of a sterilisation drive to start showing... If the goal is to stabilise dog population, then the first step is to aim at reducing their population significantly,” Nazareth added. Sreya Deb is a Senior Correspondent with Hindustan Times and is based out of Lucknow. She covers a number of beats for the paper, including child rights, defence, gender, local and state transport, culture, civic issues, animal welfare and social welfare department, among others. She takes a particular interest in child rights and defence. Prior to HT Lucknow, she her academic and professional career in Journalism has spanned across Bengaluru, Delhi, Chennai and West Bengal. having worked in The Patriot, Newslaundry, and The Citizen. She has",0
Lucknow: Elderly woman undergoes hip revision surgery at KGMU,"Live Lucknow : Doctors at the King George’s Medical University (KGMU) have successfully conducted a hip revision surgery on an 85-year-old woman. The patient had undergone surgery in her left hip 35 years ago during which the plate inserted was fixed with simple screws. The old plate, which had bone growth over it, needed to be removed for replacement. Professor Narendra Singh Kushwaha, a senior faculty at the department of orthopaedic surgery at KGMU, who led the team of doctors, said, “These days hexagonal screwdrivers are used to fix or take out a plate inserted in the bone during hip replacement. Earlier it was done with the help of simple screwdrivers as the screws used were also simple. We have only read in books about simple screws used for hip replacement.” “We had to get simple screwdrivers from the market to remove the wainwright osteotomy plate provided to her broken hip joint 35 years ago during her first hip replacement surgery. Also removing the bone formation from over the plate also took time. These complications made her run from one hospital to another as doctors refused to operate on her in view of the complications,” said Prof Kushwaha. The woman was operated on five days ago and was now able to walk on her own, the doctor said, adding that she would be discharged from the hospital soon. © 2024 Hyderabad Media House Limited/The Hans India. All rights reserved. Powered by hocalwire.com",1
Toll rates for pvt vehicles on e-ways to remain unchanged,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,0
Lucknow’s KGMU to revive kidney transplant programme after halt of one year,"King George’s Medical University (KGMU) in Lucknow has decided to give a push to its kidney transplant programme that has remained suspended for nearly a year. Launched in 2014, KGMU’s kidney transplant programme faced challenges as a few faculty members left the institute, reported IANS. However, it began again in December 2022 and by April 2023, five kidney transplants were conducted. But once again, due to improper allotment of transplant operating theatre, the programme hit a roadblock. KGMU Vice-Chancellor Prof Soniya Nityanand said arrangements are being made to make the operating theatre available to the transplant unit on a regular basis, IANS further added. “Two operating schedules have been set aside for kidney transplants. This will help take the kidney transplant programme ahead smoothly,” the vice-chancellor said. The university in Uttar Pradesh also started a Cadaveric Multi-Organ Donation (CMOD) programme, eight years ago, with an aim to save hundreds of lives per year by retrieving organs from brain-dead patients for transplant into those patients whose organs have failed. CMOD was started in KGMU by the Department of Surgical Gastroenterology in 2016. At present, the majority of kidney and liver transplants in UP are taking place through live donations. © edexlive 2024",1
"Lucknow Viral Video: Worm Found In Kulfi Purchased at Falooda Nation Shop, 
Lulu Mall","Thank you By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. By clicking “Accept All Cookies”, you agree to the storing of cookies on your device and the processing of information obtained via those cookies (including about your preferences, device and online activity) by us and our commercial partners to enhance site navigation, personalise ads, analyze site usage, and assist in our marketing efforts. More information can be found in our Cookies and Privacy Policy. You can amend your cookie settings to reject non-essential cookies by clicking Cookie Settings below. Accept All Cookies Manage Consent Preferences These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work or you may not be able to login. These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They are also used to limit the number of times you see an advert as well as help measure the effectiveness of an advertising campaign. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we may not know when you have visited our site, and may not be able to monitor its performance.",2
Lucknow police book residents for stone pelting during demolition drive,"The Lucknow police on Monday filed an FIR against protesting residents who allegedly pelted stones at employees of the Lucknow Development Authority (LDA) and the police during a demolition drive in the Akbar Nagar area the previous day. Deputy Commissioner of Police (Lucknow) Raveen Tyagi said the FIR was filed at the Mahanagar police station in response to a complaint from a LDA official. It named seven people, while several others were unidentified. No one has been arrested in the case so far. The accused have been booked on various charges under the Indian Penal Code, including rioting, voluntarily causing hurt to deter public servant from his duty and endangering the life or personal safety of others. The police also booked them under charges of Damage to Public Property Act. On Sunday, an LDA team and the police reached the Akbar Nagar area to demolish three commercial complexes. The situation escalated when rumours spread that some people were killed after being trapped under the debris during the demolition of one of the buildings. There was also a rumour that the LDA would demolish residential houses, prompting the people to protest. Many residents gathered there and pelted stones at the LDA team and police. The matter was resolved when additional police teams arrived and pacified the protesters. However, no injuries were reported in the stand-off. Two government vehicles were damaged in the stone-pelting while “mild force” was used to bring the situation under control, the police said. On March 6, the Lucknow bench of the Allahabad High Court stayed the demolition drive in Akbar Nagar and directed the state government to ensure that all the people being rehabilitated from there (slums) and applying for EWS houses are provided accommodations and that the entire process of shifting is completed by March 31. The eviction drive is part of the administration’s plans to beautify and develop Akbar Nagar, located on the banks of the Kukrail nullah. The Authority passed the demolition order citing illegal constructions on the Kukrail’s riverbed and banks. A 'serial entrepreneur' pitched his online seller platform for 'kirana stores' on Shark Tank India, aiming to bring over 2 crore local stores in India on his platform Kiko Live and eventually onboard them on ONDC. However, Deepinder Goyal, Vineeta Singh, and Aman Gupta expressed concerns about the company's scalability and viability in a highly competitive market.",2
Tension in Lucknow following clash between two communities,"Way of the Cross Lucknow, Mar 29 (IANS): Tension prevails between two communities following an incident of stone-pelting after a clash in Rajendra Nagar area of Lucknow under the Naka Hindola police station on Thursday night, the police said. Following the incident, Lucknow police detained a total of five people from both parties and deployed sufficient security forces to control the situation. Reportedly, one group comprised individuals from the Hindu community while the other consisted of members from the Muslim community. Videos of the incident were also being circulated widely on social media. ""The incident of stone pelting was reported around 9:45 p.m. at the control room between two parties in Rajendra Nagar. Immediately after receiving the information, the police reached the spot,"" said Lucknow police in its official statement. ""It was found that one person identified as Safiq was sitting outside on the road, and another person identified as Akash and his friends, who were inebriated, initiated a conversation about their previous altercation on the day of Holi. Akash mentioned that Safiq had gone crazy, causing both sides to gather and start pelting stones,"" the statement added. It said that complaints were received from both parties and that necessary legal action was being taken to restore peace. ""My brother and his friends were celebrating Holi when I sent him to a shop in the area where Muslim families reside. Some dispute arose, leading to a scuffle,"" said a resident. Uttar Pradesh is the root cause of all Problems ... Disclaimer: Please write your correct name and email address. Kindly do not post any personal, abusive, defamatory, infringing, obscene, indecent, discriminatory or unlawful or similar comments. Daijiworld.com will not be responsible for any defamatory message posted under this article. Please note that sending false messages to insult, defame, intimidate, mislead or deceive people or to intentionally cause public disorder is punishable under law. It is obligatory on Daijiworld to provide the IP address and other details of senders of such comments, to the authority concerned upon request. Hence, sending offensive comments using daijiworld will be purely at your own risk, and in no way will Daijiworld.com be held responsible. Daijiworld Residency, Airport Road, Bondel Post, Mangalore - 575 008 Karnataka India Telephone : +91-824-2982023. General Enquiry: office@daijiworld.com, News & Info : news@daijiworld.com Kishoo Enterprises, 3rd Floor, Mandavi Trade Centre, Kadiyali, Udupi – 576 102 Telephone : 0091-820-4295571 E-mail : udupi@daijiworld.com Daijiworld Middle East FZE, P.O.Box: 84772, Dubai, UAE Tel: 971-50-6597629 Fax: 971-4-2639207 Email: dubai@daijiworld.com Copyright © 2001 - 2024. All Rights Reserved. Published by Daijiworld Media Pvt Ltd., Mangalore. Powered by ATC Online LLP",2
Bahujan Samaj reposes faith in ‘missionary’ candidates,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
"LSG, SBI Lifeunveil helmetinstallation",10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
Netas enjoy bhajans and thandai at BJP’s party for Holi Milan,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
E-rickshaw verification goes online from April 1,"Subscribe Now! Get features like The process of verification of e-rickshaws that started a few months back to regularise these vehicles through colour coding, will be made online from April 1, stated a press communique from joint commissioner of police (law and order) Upendra Kumar Agarwal here on Thursday. It further stated that the facility of e-rickshaw verification will be available online through the Lucknow Police Commissionerate website ‘lucknowpolice.up.gov.in’ in the ‘Citizen Services’ tab and the offline verification process will be considered invalid from the same day. “The driver/owner can upload the details of his or her e-rickshaw and all related documents in the prescribed format and fill up the verification form and get the online verification receipt,” stated the press communique. “After verification, it will be the responsibility of the e-rickshaw drivers/owners to paste the receipt of online verification on their e-rickshaw till the route allotment,” added the press statement. To note, on January 1 this year, the Lucknow police introduced a plan to regularise e-rickshaws by defining their routes through registration and subsequent colour coding. Lucknow police’s colour coding scheme entails e-rickshaw drivers to register themselves by filling up a form with police verification, selection of routes and QR codes etc. However, in case of any inconvenience, the provisions have been made for the driver/owner to contact the traffic department or helpline number 9454405155 and 7309979797 for assistance.",0
Smart vision glasses to be eyes of visually impaired kids,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
