link,title,snippet,date,source,content
https://english.jagran.com/india/woman-stripped-paraded-naked-over-dispute-in-madhya-pradeshs-indore-four-held-10150458,"Woman Stripped, Paraded Naked Over Dispute In Madhya Pradeshs Indore; Four 
Held","All the four accused women in the matter were later arrested, and peace was 
restored in the area, said police after visiting the village.",2 days ago,Jagran English,"All the four accused women in the matter were later arrested, and peace was restored in the area, said police after visiting the village. At least four women were arrested for allegedly beating up, stripping, and parading a 30-year-old woman in Madhya Pradesh's Indore district over a dispute, said police on Wednesday. A video of the purported incident, which took place during the Holi celebrations, also went viral online. Speaking about the incident, Superintendent of Police (Rural) Sunil Mehta said, ""On Monday, four women forcibly pulled the victim out of her house, beat her up and humiliated her by stripping her naked in public at Bachhora village of Gautampura police station area."" All the four accused women in the matter were later arrested, and peace was restored in the area, said Mehta after visiting the village. He also informed that the victim was disturbed due to her humiliation and had gone to her parents' home. One of the defendants believed the victim was instigating her mother-in-law against her. According to the police, she also suspected that the victim had taken her mother-in-law to Mandsaur without telling her. He stated that both the accused women and the victim are members of the Scheduled Caste (SC) group. According to him, some onlookers in the village shot a video of the humiliating act and circulated it. He also added that the police are identifying those who shot the video, adding that strict action will be taken against them. Eyewitnesses said the accused women dragged the victim out of her house and stripped her. They said that the victim woman kept pleading for mercy at the time of the incident, but the accused did not relent and they openly stripped her by tearing her clothes. They also took her to some distance on the common road of the village in the same condition. A case has been filed under sections 323 (voluntarily causing hurt), 354-A (sexual harassment), and 452 (wrongfully restraining and assaulting) of the Indian Penal Code (IPC). (With inputs from the agency) A video of the purported incident, which took place during the Holi celebrations, also went viral online. Speaking about the incident, Superintendent of Police (Rural) Sunil Mehta said, ""On Monday, four women forcibly pulled the victim out of her house, beat her up and humiliated her by stripping her naked in public at Bachhora village of Gautampura police station area."" All the four accused women in the matter were later arrested, and peace was restored in the area, said Mehta after visiting the village. He also informed that the victim was disturbed due to her humiliation and had gone to her parents' home. One of the defendants believed the victim was instigating her mother-in-law against her. According to the police, she also suspected that the victim had taken her mother-in-law to Mandsaur without telling her. He stated that both the accused women and the victim are members of the Scheduled Caste (SC) group. According to him, some onlookers in the"
https://www.indiatvnews.com/news/india/indigo-flight-diverted-to-indore-due-to-midair-medical-emergency-flight-from-patna-to-ahmedabad-airlines-dgca-latest-updates-2024-03-29-923709,"IndiGo flight, en route to Ahmedabad, diverted to Indore due to mid-air 
medical emergency","The crew onboard offered assistance to the passenger until the flight made 
an emergency landing in Indore where the passenger was taken for...",9 hours ago,India TV News,"An Ahmedabad-bound IndiGo flight from Patna was diverted to Madhya Pradesh's Indore due to a medical emergency onboard, the airlines said on Friday (March 29). The crew provided necessary assistance to the unwell passenger, it added. googletag.cmd.push(function () { googletag.display('div-gpt-ad-1532325535516-0'); }); ""IndiGo flight 6E-178 operating from Patna to Ahmedabad, was diverted to Indore due to a medical emergency on board. The crew assisted the unwell passenger. Prioritising his well-being, the captain diverted the flight en route,"" IndiGo said. The passenger was referred for further treatment upon arrival, it added. Top News Only 2 MPs recorded 100 per cent attendance in 17th Lok Sabha: Report | List of Top 20 Kriti Kharbanda gets 'supremely' emotional as Pulkit Samrat makes 'pehli rasoi' for actress' family Why is RCB vs KKR clash called 'El Primero' of IPL? Related India News Only 2 MPs recorded 100 per cent attendance in 17th Lok Sabha: Report | List of Top 20 'I'm not star, but your daughter': Kangana Ranaut holds roadshow in Himachal's Mandi | WATCH Judicial inquiry ordered into death of gangster-turned-politician Mukhtar Ansari Tamil Nadu man who lost 238 elections and yet called 'Election King': Know about him Ravi Shankar Prasad backs letter by 600 lawyers to CJI against group trying to influence verdict Latest News IndiGo flight, en route to Ahmedabad, diverted to Indore due to mid-air medical emergency Avalanche hits Hung area of Sonamarg, no casualties reported yet Only 2 MPs recorded 100 per cent attendance in 17th Lok Sabha: Report | List of Top 20 Modi Aur Musalman: How angry is Shaheen Bagh with Modi after CAA? © 2009-2024 Independent News Service. All rights reserved. Modi Aur Musalman: How angry is Shaheen Bagh with Modi after CAA? What is the truth: Opponents should not have any misconception...Modi is bringing a new revolution. Muqabla: Has Akhilesh become helpless in front of jailed Azam Khan? Kurukshetra: ED & BJP running extortion racket -Kejriwal in Court Rajasthan Royals Beat Delhi Capitals To Earn Two Crucial Points | Sports Wrap IndiGo flight, en route to Ahmedabad, diverted to Indore due to mid-air medical emergency Only 2 MPs recorded 100 per cent attendance in 17th Lok Sabha: Report | List of Top 20 'I'm not star, but your daughter': Kangana Ranaut holds roadshow in Himachal's Mandi | WATCH Judicial inquiry ordered into death of gangster-turned-politician Mukhtar Ansari Tamil Nadu man who lost 238 elections and yet called 'Election King': Know about him Lok Sabha Election: Over 2.54 cr voters for first phase poll in Rajasthan, 13 above 120 years of age Lok Sabha polls: RJD allots 9 seats to Congress in Bihar, to contest 26 on its own including Purnia Sunita Kejriwal launches 'Kejriwal Ko Aashirwad' campaign, issues WhatsApp number seeking support Tamil Nadu man who lost 238 elections and yet called 'Election King': Know about him 'ED wants AAP's Lok Sabha election strategy from Arvind Kejriwal's phone', says Atishi IPL 2024: Sunil Narine set to complete massive personal milestone vs RCB Why is RCB vs"
https://www.financialexpress.com/india-news/indore-madhya-pradesh-lok-sabha-election-result-2024-indore-election-winner-runner-up-party-wise-candidate-list/3418820/,"Indore Madhya Pradesh Lok Sabha constituency election 2024: Date of Result, 
Voting, Counting; Candidates","Indore Lok Sabha Election 2024: The Lok Sabha election schedule for the 
Indore Parliamentary constituency has been announced by the Election...",34 minutes ago,The Financial Express,"The Financial Express Indore Madhya Pradesh Lok Sabha Election 2024 Details: The Election for Indore Lok Sabha Constituency in Madhya Pradesh, which is one of the 29 Lok Sabha constituencies in the state, will be held this year. The final schedule for the voting and result of the Indore Lok Sabha election was announced by Election Commission of India on 16th March. The date of voting for the Indore Lok Sabha Constituency Election 2024 is 13 May ( Phase 4 ). The date of counting and announcement of results for the Indore Lok Sabha Constituency Election 2024 is 4th June. The notification of the election schedule kick-starts the process of filing of nomination by candidates fielded by all major parties as well as Independents. While some political parties announced their candidate lists ahead of the announcement of polls, others declared candidates as the elections progressed across phases. The candidate list will be updated as and when the candidates are announced. Shankar Lalwani of the BJP was the winning candidate from the Indore Lok Sabha constituency, in the Lok Sabha elections 2019, securing 1068569 votes while 520815 votes were polled in favour of Pankaj Sanghvi of the INC. Pankaj Sanghvi lost by 547754 votes. Sumitra Mahajan (tai) of the BJP was the winning candidate from the Indore Lok Sabha constituency in 2014, securing 854972 votes while 388071 votes were cast in favour of Satyanarayan Patel of the INC.Indore parliamentary constituency had a total of 2115303 registered electors in 2014. Get live Share Market updates, Stock Market Quotes, and the latest India News and business news on Financial Express. Download the Financial Express App for the latest finance news."
https://www.freepressjournal.in/indore/iim-indore-denver-varsity-jointly-launch-course-for-c-suites,"IIM Indore, Denver Varsity Jointly Launch Course For C-Suites","IIM Indore director Prof Himanshu Rai and University of Denver provost & 
executive vice chancellor Mary L Clark signed the agreement for the...",18 minutes ago,Free Press Journal,"Indore (Madhya Pradesh): The Indian Institute of Management Indore and the University of Denver have jointly launched a global leadership experience programme for C-Suites, an initiative aimed at empowering senior executives to enhance their leadership potential on a global scale. IIM Indore director Prof Himanshu Rai and University of Denver provost & executive vice chancellor Mary L Clark signed the agreement for the programme on Thursday. Rai expressed his delight at the collaborative initiative, emphasising its potential to provide senior executives with a profound and transformative journey spanning a duration of eight months. He underscored the programme's significance in enabling participants to confront and master intricate leadership scenarios, which are crucial for honing their skills amidst the complexities of today's interconnected global landscape. “With a thoughtful integration of insights from both Indian and Western leadership paradigms, participants will acquire a comprehensive and contemporary understanding of leadership theories and practices,” he said. This holistic approach will equip them to navigate diverse and dynamic environments with confidence and competence, fostering their ability to lead effectively on a global scale. “The objectives of each stage are meticulously designed to equip participants with essential leadership competencies, including personal branding, effective communication, strategic thinking, and crisis management,” said Rai. Throughout the programme, participants will have the opportunity to engage with industry experts, collaborate with peers, and implement their learnings through real-world projects. Clark said, ""By bringing together the best of Indian and Western leadership practices, we aim to empower senior executives to navigate complex business landscapes with confidence and agility.” Clark highlighted how this collaborative programme will enhance the global leadership experience by offering participants insights from diverse perspectives and equipping them with the skills needed to thrive in today's interconnected world. About the programme The programme is structured into five distinct phases, each contributing to the comprehensive leadership development journey. It commences with a 5-day leadership module hosted at IIM Indore, providing participants with foundational insights into leadership dynamics. The subsequent phase entails online masterclasses conducted by Indian leaders from corporate, political, and entrepreneurial spheres, enriching participants with diverse perspectives. Following this, the third phase unfolds with another 5-day leadership module at the University of Denver, offering participants exposure to Western leadership paradigms. Transitioning to the fourth phase, participants engage in a capstone project, fostering practical application of acquired knowledge. Finally, in the fifth phase, participants return to IIM Indore for project submission and a closing ceremony, marking the culmination of their transformative journey. The programme is tailored for senior executives holding key positions within their organisations, providing them with invaluable insights and strategies to drive organizational success in today's dynamic business environment."
https://www.india.com/news/india/indigo-flight-diverted-to-indore-due-to-medical-emergency-6821666/,IndiGo Flight Diverted To Indore Due To Medical Emergency,"Ahmedabad: An Indigo flight which was bound from Pune to Ahmedabad was 
diverted to Indore due to a medical emergency onboard on Friday.",9 hours ago,India.Com,"click this icon for latest updates Updated: March 29, 2024 6:06 PM IST By Joy Pillai | Edited by Joy Pillai Ahmedabad: An Indigo flight which was bound from Pune to Ahmedabad was diverted to Indore due to a medical emergency onboard on Friday. As per the airline, the caubin crew provided necessary assistance to the unwell passenger. “IndiGo flight 6E-178 operating from Patna to Ahmedabad, was diverted to Indore due to a medical emergency on board. The crew assisted the unwell passenger. Prioritising his well-being, the captain diverted the flight en route,” IndiGo said. IndiGo flight 6E-178 operating from Patna to Ahmedabad, was diverted to Indore due to a medical emergency on board. The crew assisted the unwell passenger. Prioritising his well-being, the captain diverted the flight en route. On arrival, the passenger was referred for further… pic.twitter.com/u4Z5ho9yoK— ANI (@ANI) March 29, 2024(function(v,d,o,ai){ai=d.createElement(""script"");ai.defer=true;ai.async=true;ai.src=v.location.protocol+o;d.head.appendChild(ai);})(window, document, ""//a.vdo.ai/core/v-india-v0/vdo.ai.js""); As pre the Indigo Airline, the flyer was referred to the hospital for further treatment after arrival, it added.(Note: This is a developing story and further details will be added.) Also Read: 'Blood On Ceiling': 50 Injured As Latam Airlines Boeing 787 Suddenly Loses Altitude Flight World TV Premiere: After Successful OTT And Theatrical Run, This Aerial Thriller Arrives on TV Today, Check Time And Other Deets Fact Check: Unraveling Truth Behind Viral Cushionless Seats On Indigo Flight For breaking news and live news updates, like us on Facebook or follow us on Twitter and Instagram. Read more on Latest India News on India.com. Topics IndiGo flightFlightmedical emergency More Stories function load_taboola_mid_article_script() { window._taboola = window._taboola || []; _taboola.push({ mode: 'thumbnails-m', container: 'taboola-mid-article-thumbnails', placement: 'Mid Article Thumbnails', target_type: 'mix' }); } function load_taboola_category_script() { window._taboola = window._taboola || []; _taboola.push({ mode: 'thumbs-feed-01', container: 'taboola-below-article-thumbnails', placement: 'Below Article Thumbnails', target_type: 'mix' }); } IndiGo flight 6E-178 operating from Patna to Ahmedabad, was diverted to Indore due to a medical emergency on board. The crew assisted the unwell passenger. Prioritising his well-being, the captain diverted the flight en route. On arrival, the passenger was referred for further… pic.twitter.com/u4Z5ho9yoK — ANI (@ANI) March 29, 2024 (function(v,d,o,ai){ai=d.createElement(""script"");ai.defer=true;ai.async=true;ai.src=v.location.protocol+o;d.head.appendChild(ai);})(window, document, ""//a.vdo.ai/core/v-india-v0/vdo.ai.js""); As pre the Indigo Airline, the flyer was referred to the hospital for further treatment after arrival, it added.(Note: This is a developing story and further details will be added.) For breaking news and live news updates, like us on Facebook or follow us on Twitter and Instagram. Read more on Latest India News on India.com. Delhi Weather Update: Thunderstorm With Light To Moderate Intensity Rain Expected On Friday Evening Breaking News LIVE: Mukhtar Ansari's Body Being taken to Ghazipur After Post-Mortem Shillong Teer Lottery Result (29.03.24)- First Round Result PENDING - Latest Updates Shillong Teer Lottery Result TODAY (29.03.24)- 1st Round Result PENDING - Latest Updates Ayodhya Lok Sabha Elections 2024: City After Inauguration Of Ram Mandir; Schedule, Phase, Seats, Candidates List – All You Need To Know IndiGo Flight Diverted To Indore Due To Medical Emergency DGCA Delays Implementation Of New Rules On Pilots' Flight Duty, Increased"
https://www.freepressjournal.in/indore/indore-two-nabbed-with-brown-sugar-worth-8-cr,Indore: Two Nabbed With Brown Sugar Worth ₹8 Cr,"A Narcotic Drugs and Psychotropic Substances (NDPS) Act was registered and 
further probe into the peddling network is underway, he said.",4 hours ago,Free Press Journal,"Indore (Madhya Pradesh): Indore (Madhya Pradesh): Two persons were arrested with 7.7 kilograms of brown sugar valued at Rs 8 crore in Indore, as confirmed by a police official. The matter came to light on Friday. According to police, the arrested individuals were identified as Parasram Meghwal, a resident of Pratapgarh district in Rajasthan, and his son-in-law Dharmendra Chauhan from Ratlam, informed Additional Commissioner of Police (Law and Order) Amit Singh during a press conference. Drugs was being taken to Howrah As per Singh, the duo was held by the police within the jurisdiction of the Pardeshipura police station, carrying a bag containing the contraband. Confessing their crime, both the accused revealed that they obtained the illicit substance (brown sugar) from Rajasthan’s Pratapgarh and intended to transport it to Howrah in Kolkata. Case registered against the accused under N D P S Act A case has been registered against the two accused under the Narcotic Drugs and Psychotropic Substances (NDPS) Act. Police are also carrying out an investigation to dig-out those involved in the peddling network. This incident highlights the persistent challenge posed by the illicit drug trade and the necessity for concerened departments to remain vigilant in combating such criminal activities."
https://www.freepressjournal.in/crime-news/indore-group-of-minors-stab-two-men-in-late-night-attack,Indore: Group Of Minors Stab Two Men In Late Night Attack,"In one such incident, a group of 15 minor boys attacked two men and stabbed 
them in Vijay Nagar police station area late on Monday night.",15 hours ago,Free Press Journal,"Indore (Madhya Pradesh): A disconcerting trend involving minor perpetrators who spread terror on the streets has emerged in recent times in the city. In one such incident, a group of 15 minor boys attacked two men and stabbed them in Vijay Nagar police station area late on Monday night. The incident came to light on Wednesday when one of the victim’s fathers lodged a complaint and the CCTV footage of the incident also surfaced on social media on Thursday. The police detained two minors and are identifying the other accused on the basis of CCTV footage. The incident occurred near Bhamori Bridge around 2 am. The victims were taken to the hospital after the incident where they are undergoing treatment. According to the police, one Hemraj Chamoliya, a resident of Scheme No. 78, lodged a complaint with Vijay Nagar police station stating that his son Shubham informed him that Shubham and his companion Raj were roaming on scooty in the area. When they reached near Bhamori Bridge, some boys came and put colours on them. They objected to it, after which the accused began to abuse and assault them. One of them took out a knife and stabbed both the victims. Raj sustained injuries on the stomach, and Shubham sustained injuries on the abdomen and ear. The accused also threatened them that if they again came into their area, they would face dire consequences. The police registered a case against the accused for attempted murder and began a probe. The police detained two minors involved in the incident and are searching for the rest of them."
https://www.freepressjournal.in/indore/patna-ahmedabad-flight-diverted-to-indore-due-to-medical-emergency-netizens-hails-pilots-decision,"Patna-Ahmedabad Flight Diverted To Indore Due To Medical Emergency, 
Netizens Hails Pilots Decision","The decision was made by the flight captain to prioritise the well-being of 
an unwell passenger.",8 hours ago,Free Press Journal,"Indore (Madhya Pradesh): IndiGo flight 6E-178, en route from Patna to Ahmedabad, was diverted to Indore due to the medical emergency on board on Friday. The decision was made by the flight captain to prioritise the well-being of an unwell passenger. The flight crew promptly assisted the affected passenger before making the diversion. Upon landing in Indore, the passenger was referred for further medical treatment, according to IndiGo. Indian airlines IndiGo stated that ""flight 6E-178 was diverted to Madhya Pradesh's Indore, given a medical emergency on board."" Let us know! 👂What type of content would you like to see from us this year? The information is posted on 'X' formerly twitter by ANI. Reacting to the post the X users appreciated the captains decision and called it a 'Good decision'. Another X user called it a swift action, commenting, ""Quick thinking and excellent response from the IndiGo crew! Wishing the unwell passenger a speedy recovery."" (More details awaited) Direct flight from Bengaluru to Lakshadweep IndiGo recently announced that they will start direct flights from Bengaluru to Agatti from March 31, which will make it easier for people to travel to Lakshadweep. This new route will be the 88th within India and the 121st overall for IndiGo. They'll begin these flights on March 31, according to a statement from the airline. Flights to resume from Bhopal to Lucknow IndiGo airlines is also set to resume flights from Bhopal to Lucknow starting March 31. The flights will operate four days a week— on Sundays, Mondays, Wednesdays, and Fridays."
https://timesofindia.indiatimes.com/city/indore/fire-at-foam-factory-destroys-assets-worth-lakhs/articleshow/108863086.cms,Fire at foam factory destroys assets worth lakhs,"Indore: A fire broke out at a foam factory in Devguradia area on Thursday 
early morning destroying assets worth lakhs of rupees.",20 hours ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://timesofindia.indiatimes.com/city/indore/youth-stabbed-after-dispute-case-registered/articleshow/108863104.cms,"Youth stabbed after dispute, case registered","Indore: A 23-year-old youth was stabbed in Kanadia area on Wednesday night 
after a dispute over old enmity.",20 hours ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://timesofindia.indiatimes.com/city/indore/46-medicos-fail-in-practical-surgery/articleshow/108863101.cms,46 medicos fail in practical surgery,"Indore: The MGM Medical College witnessed a setback as 46 MBBS final 
professional students did not pass the practical exam for the surgery...",20 hours ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://www.hindustantimes.com/trending/wearing-sindoor-is-religious-duty-of-married-woman-indore-family-court-101711599302376.html,Wearing sindoor is ‘religious duty’ of married woman: Indore family court,"""Sindoor is a religious duty of a wife, and it shows that the woman is 
married"", said the Indore family court principal judge. | Trending.",1 day ago,Hindustan Times,"Subscribe Now! Get features like Wearing sindoor is the ""religious duty"" of a married Hindu woman, a family court in Madhya Pradesh recently said. The court made this statement about ritualistic 'sindoor' while directing a woman ""to return to her husband's home with immediate effect"". Indore family court principal judge NP Singh's direction came while ""hearing a plea of a man seeking restoration of his rights under Hindu Marriage Act after his wife walked out of the marriage five years ago"". ""When the statement of the woman was recorded in the court, she admitted she was not wearing sindoor. Sindoor is a religious duty of a wife, and it shows that the woman is married,"" the judge said in an order on March 1, quoted PTI. The order further said. ""She has forsaken her husband. She is not wearing the sindoor."" The woman walked out of the marriage after accusing her husband of ""physical and mental harassment for dowry"". After going through the materials on record and hearing both sides, the court said that the ""woman has not submitted any police complaints or report regarding her allegations."""
https://www.freepressjournal.in/indore/indore-two-killed-one-injured-in-two-separate-accidents,"Indore: Two Killed, One Injured In Two Separate Accidents","According to the police, the deceased was identified as Ashok Maheshwari, a 
resident of Chhoti Khajrani. He was going on his motorcycle with...",30 minutes ago,Free Press Journal,"Indore (Madhya Pradesh): Two people were killed and one was injured in two separate incidents on Thursday. In the first incident, a man was killed and his wife sustained injuries after a speeding car hit their motorcycle in Sanwer police station area. They were taken to the hospital where man succumbed to his injuries. According to the police, the deceased was identified as Ashok Maheshwari, a resident of Chhoti Khajrani. He was going on his motorcycle with his wife Jyoti when a car hit them. In the second incident, a 21-year-old man was killed after his motorcycle was hit by an unknown vehicle in Kanadiya police station area. The incident occurred in Bicholi Mardana area around 5 pm on Thursday. The deceased was identified as Ajay Kapoor, a resident of Mhow. He worked in the medical field. He is survived by his parents and two brothers. The police began a probe into the case to know the circumstances under which the incident occurred. Woman succumbs to accidental injuries after 11 days A 45-year-old woman succumbed to her injuries at a hospital after struggling for 11 days. She sustained injuries after meeting with an accident. She was coming from Khargone to the Choral area with her son and daughter when a car dashed into their motorcycle. They were taken to the hospital where the other two were discharged and the woman succumbed to her injuries. According to the police, the deceased was identified as Mannu Bai Jhamre. She along with her son Anil and daughter Mamta had gone to Khargone to see the work of her under-construction house. When they were returning to their places, they met with the accident. The police began a probe into the case."
https://timesofindia.indiatimes.com/city/indore/wife-can-be-barred-from-maintenance-only-in-case-of-adultery-at-or-around-the-time-of-application/articleshow/108863115.cms,"‘Wife can be barred from maintenance only in case of adultery at or around 
the time of application’","Indore: Madhya Pradesh high court has observed that a wife can be debarred 
from maintenance on the basis of adultery only if she is “living...",20 hours ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://timesofindia.indiatimes.com/city/indore/man-posing-as-naga-sadhu-held-stolen-jewellery-recovered/articleshow/108863098.cms,"Man posing as Naga sadhu held, stolen jewellery recovered","Indore: Information provided by a convict lodged in Khargone jail helped 
the police arrest a fake Naga sadhu, who was involved in loot cases...",20 hours ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://www.freepressjournal.in/indore/indore-youth-complains-to-dcp-two-cops-assaulted-him-demanded-20k,"Indore: Youth Complains To DCP, Two Cops Assaulted Him & Demanded ₹20k","Indore (Madhya Pradesh): A youth complained to the DCP Zone-1 on Friday 
alleging that he was beaten by two cops for no reason and that they...",25 minutes ago,Free Press Journal,"Indore (Madhya Pradesh): A youth complained to the DCP Zone-1 on Friday alleging that he was beaten by two cops for no reason and that they demanded Rs 20,000 for his release. One Sumit Murjhani, a resident of Sindhi Colony, submitted a written complaint to DCP zone 1 Vinod Meena stating that he was going near Choithram Mandi from his maternal uncle’s place to bring a food parcel on Thursday night. When two policemen Tiwari and Mandloi stopped him and took him to Choithram Mandi Chowki after abusing him. They beat him with plastic pipes and he sustained injuries in hand and leg but his medical examination was not conducted, he alleged. He further alleged that the policemen made a video of beating him and threatened they would make the video viral and demanded Rs 20 thousand from him. He called his maternal uncle and after a talk between his uncle and policemen, he was released. It is said that he was carrying a liquor bottle in his scootie dickey when the policemen stopped him. Distressed by debt, man hangs self A 30-year-old man allegedly died by suicide in a hotel in Bhanwarkuan police station area on Thursday. The exact reason behind his extreme decision could not be established yet. However, it is said that he used to bet on cricket matches and was distressed by debt after losing money. According to the police, the deceased was identified as Rupesh Patil, a resident of Mahavar Nagar. He had come to the hotel for a stay, the staff member called him in the night but he did not respond. The hotel staff informed the police, who reached the spot and found him hanging. A prone was launched and the post-mortem was conducted."
https://www.freepressjournal.in/indore/flight-timings-for-indore-sharjah-indore-dubai-routes-changed-now-pay-extra-charges-for-early-check-ins,"Flight Timings For Indore-Sharjah & Indore-Dubai Routes Changed; Now Pay 
Extra Charges For Early Check-Ins","Indore (Madhya Pradesh): Passengers traveling between Indore and Sharjah, 
as well as Indore and Dubai, will witness changes in their flight...",8 hours ago,Free Press Journal,"Indore (Madhya Pradesh): Passengers traveling between Indore and Sharjah, as well as Indore and Dubai, will witness changes in their flight timings. These modifications will come into effect from April onwards, primarily impact travelling arriving during late hours. According to the revised schedule, Air India Express flights bound for Sharjah will arrive at Indore Airport at 10:35 PM every Monday, with departures set for 12:10 AM the following day. This represents a notable departure from the current departure time of 6:45 AM. Similarly, flights destined for Dubai will now touch down in Indore at 10:30 PM on April 4, instead of the previous arrival time of 9:35 PM. Departure for Dubai will be at 12:40 AM starting April 5, 35 minutes earlier than the previous schedule. Traditionally, flight check-ins for departures from Indore occur around 2:00 PM. However, passengers arriving during nighttime hours will now face the possibility of giving additional charges for early check-ins. Alternatively, those opting against paying the extra fee will be required to spend the night in the airport's lounge area. Sharjah Flight Schedule: IX 256: Departs from Sharjah every Saturday and Monday at 5:50 PM, arriving in Indore at 10:35 PM. IX 255: Departs from Indore every Sunday and Tuesday at 12:10 AM, arriving in Sharjah at 2:05 AM. Dubai Flight Schedule: IX 258: Departs from Dubai (UAE time) every Thursday at 5:40 PM, arriving in Indore at 10:30 PM. IX 257: Departs from Indore every Friday at 12:40 AM, arriving in Dubai (UAE time) at 2:55 AM. Hemendra Singh Jadoun, State President of the Travel Agents Association of India, expressed concerns regarding the inconvenience these changes may bring to travelers. He emphasized that passengers may need to pay additional fees for early hotel check-ins. Furthermore, individuals heading to Sharjah may face heightened challenges due to flights arriving around midnight."
https://www.freepressjournal.in/indore/indore-holy-weekend-coming-up-observance-of-good-friday-today,Indore: Holy Weekend Coming Up; Observance Of Good Friday Today,"Indore (Madhya Pradesh): Commemorating Maundy Thursday marking the event of 
the Last Supper, Christian community prepared for Good Friday.",16 hours ago,Free Press Journal,"Indore (Madhya Pradesh): Commemorating Maundy Thursday marking the event of the Last Supper, Christian community prepared for Good Friday. On Maundy Thursday, Jesus had introduced the sacrament of the Holy Eucharist and washed his disciples' feet, emphasising service and humility. The same was replicated by his followers. “We remember Jesus and feel gratitude for Jesus’s sacrifice, which was ultimately the fulfillment of God's plan for salvation,” Bishop Chacko Thottumarickal SVD said. The observance of Good Friday will include church services, reading of the Passion narrative from the Gospels, prayers, hymns, and periods of silence or reflection, as shared by BA Alvares, media coordinator. Some Christians will also fast or abstain from certain foods on this day as a form of spiritual discipline, he added. 7 ways to observe Good Friday 1. Attending Church Services 2. Veneration of the Cross: In some churches, there may be a special ceremony called the Veneration of the Cross, where worshippers are invited to come forward to kiss or touch a cross or crucifix as an act of reverence and devotion. Sr Ganga Rawat | 3. Stations of the Cross: Some churches hold a devotion known as the Stations of the Cross, where worshippers journey through a series of artistic representations or stations depicting the events of Jesus' passion and death. 4. Fasting and Abstinence: Many Christians observe Good Friday as a day of fasting or partial fasting, abstaining from meat or certain foods as a form of penance and spiritual discipline. 5. Acts of Charity and Compassion: Some people may engage in acts of charity or volunteer work, seeking to emulate Jesus' example of service to others. 6. Quiet Reflection and Meditation: For some individuals, Good Friday is a time for quiet reflection and meditation on the meaning of Jesus' death and its significance for their faith. This may involve personal prayer, reading scripture, or spending time in contemplation. 7. Community Gatherings and Events: These could include outdoor processions, passion plays, or community meals. Sr Ganga Rawat Day to deepen faith, express gratitude Bishop Chacko Thottumarickal SVD | “Good Friday is a time for Christians to deepen their faith, express gratitude for the gift of salvation, and renew their commitment to follow the teachings of Jesus Christ. It serves as a solemn reminder of the central tenets of the Christian faith and the enduring message of love, forgiveness, and redemption.” Bishop Chacko Thottumarickal SVD Holy Way of the Cross will be worshiped Fr Anthony Swamy said, ""On Good Friday, the Holy Way of the Cross will be worshiped at the Grotto of Our Lady in Palasia at 09 am."" He added that apart from this, all the Catholic churches of Indore will worship the Holy Way of the Cross between 01:30 pm to 02:30 pm as per their convenience. Live procession will be taken out in Red Church, Holy Spirit Church Palda."
